c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
34,85,88,35,75,84,97,0,71,46
38,12,2,37,44,64,74,1,19,12
59,57,65,14,44,21,30,46,14,14
69,42,63,37,69,3,91,13,4,72
32,90,78,68,75,74,44,13,29,56
41,46,31,60,4,43,14,16,4,42
37,96,28,11,71,55,2,18,3,34
14,75,84,7,29,16,68,25,34,72
17,66,31,95,24,41,20,51,55,30
25,64,97,91,37,3,53,60,92,18
2,35,98,23,73,34,46,29,31,67
99,66,91,87,12,67,74,11,90,52
31,67,71,52,74,10,67,8,5,43
71,36,20,86,28,52,3,5,43,77
93,29,67,89,74,30,56,88,3,63
88,98,48,31,30,26,23,50,21,71
5,85,20,96,95,43,18,97,49,85
78,53,18,6,44,20,41,20,1,81
23,44,39,45,65,3,34,58,22,70
29,35,26,74,27,72,69,34,57,54
45,80,60,82,62,85,57,37,56,85
96,20,84,68,6,48,25,95,37,85
74,50,5,70,60,26,70,39,19,0
76,37,61,58,50,9,13,63,87,51
9,41,82,56,7,4,52,14,70,48
48,15,66,92,75,70,6,25,63,97
50,94,72,44,22,46,47,6,86,30
56,24,79,81,79,87,53,29,90,38
43,78,83,46,7,45,30,65,14,95
4,49,86,59,57,3,57,72,92,29
13,34,95,28,53,99,72,84,65,15
10,9,42,78,25,10,58,66,32,52
87,18,8,99,78,76,27,12,11,43
89,44,6,71,25,26,33,20,71,38
59,83,35,9,77,43,58,88,31,95
29,73,57,52,48,34,53,92,65,43
30,67,62,68,36,31,35,11,32,87
65,9,63,37,78,93,35,55,84,24
54,31,97,5,95,95,40,32,31,83
9,27,32,64,17,94,21,10,8,45
6,75,0,1,31,39,36,40,61,93
29,37,55,36,32,98,36,63,57,24
8,81,23,14,34,92,40,26,95,50
68,81,21,39,42,34,56,72,6,41
0,86,31,7,57,32,15,90,9,25
20,58,97,9,36,16,89,6,75,24
19,89,91,24,93,97,60,9,6,93
57,66,72,30,8,88,20,97,91,63
8,12,16,39,97,22,44,57,17,68
62,60,92,14,28,72,50,8,53,25
3,29,90,76,54,17,63,68,43,15
91,85,93,96,96,65,75,82,7,77
35,95,55,54,59,55,81,66,35,92
68,65,79,65,9,5,52,92,6,13
5,37,76,21,65,15,29,39,8,8
72,13,75,67,61,9,99,43,79,36
38,75,91,53,60,88,79,32,42,1
37,11,17,15,41,14,90,37,89,18
62,45,13,55,17,28,17,59,50,43
76,90,62,70,65,18,81,7,23,11
35,20,84,51,54,79,34,68,47,1
19,45,51,20,31,36,99,5,46,47
86,0,23,19,69,88,49,25,55,70
8,75,96,32,97,8,58,4,21,18
38,22,44,39,74,78,26,14,58,8
38,57,78,59,75,13,32,62,80,90
25,63,95,83,84,99,19,1,98,99
76,7,68,77,14,21,22,96,18,68
29,55,36,8,47,29,56,74,61,32
53,99,88,6,43,59,17,63,64,9
62,27,44,80,53,89,61,22,32,52
2,80,67,88,76,77,96,87,16,61
86,15,57,48,10,97,80,3,3,96
33,86,0,34,66,74,13,99,62,63
31,15,85,39,30,85,54,56,22,91
92,14,10,2,96,17,27,11,9,97
71,29,15,75,47,23,57,6,64,34
61,69,52,8,64,65,68,56,45,38
46,38,25,57,49,59,46,18,10,42
36,13,93,44,40,8,5,26,17,78
56,25,63,54,54,43,76,36,63,13
50,68,86,18,2,76,35,50,71,37
53,87,41,9,25,41,59,52,88,70
84,20,24,8,87,97,63,42,24,12
56,26,4,93,74,92,60,51,95,55
0,99,9,60,71,48,11,0,3,84
1,52,63,27,16,66,60,93,52,95
97,19,27,17,79,84,55,91,20,80
49,43,14,61,17,23,47,89,54,12
70,37,50,45,97,2,33,51,66,19
92,77,90,78,93,15,7,32,86,18
54,99,29,68,75,22,76,70,57,48
17,4,98,12,54,12,65,78,73,17
17,59,2,3,78,48,73,14,3,59
12,60,77,73,24,53,94,50,8,49
48,99,34,80,14,13,15,56,44,8
72,28,83,9,78,66,15,96,42,67
72,83,87,65,53,26,19,32,32,33
8,12,62,52,59,64,38,68,11,40
19,78,71,55,50,58,22,43,5,71
63,66,61,47,85,17,59,29,44,6
38,92,7,55,52,84,61,77,83,87
2,75,89,52,59,27,95,41,92,99
90,19,56,16,54,13,17,49,44,97
63,63,66,13,22,5,42,12,8,35
71,23,62,74,83,2,49,37,75,64
1,33,7,12,82,22,57,27,58,36
40,63,93,52,23,95,49,19,11,5
73,83,62,99,31,54,22,86,19,72
59,88,66,81,27,86,39,46,48,37
34,50,73,87,96,17,21,63,24,76
24,36,56,99,68,69,96,76,32,1
62,64,28,65,16,80,2,30,16,88
41,62,21,58,40,4,33,39,23,40
40,77,45,91,59,22,93,69,60,36
37,33,94,37,99,72,58,31,66,8
18,25,89,41,40,87,72,50,63,11
16,72,32,40,1,86,11,2,80,1
88,93,6,32,60,96,54,91,58,18
36,98,12,2,33,41,89,93,94,62
1,16,21,13,86,77,69,48,82,21
93,12,92,84,35,90,37,99,98,98
69,14,97,17,46,87,10,14,58,17
52,66,12,46,81,21,53,33,88,63
7,17,74,78,39,20,21,69,33,35
16,43,96,13,41,82,21,67,56,99
92,20,17,8,59,95,70,25,10,97
11,63,8,26,59,91,44,23,37,41
51,99,37,11,95,63,95,27,63,89
6,22,71,66,57,92,67,70,7,13
90,28,25,58,36,39,80,71,49,14
22,64,20,37,15,82,34,62,10,23
7,95,59,60,50,44,91,6,80,64
84,86,83,54,32,14,87,14,18,30
33,23,79,85,60,58,47,42,24,97
76,70,24,32,59,34,84,69,69,66
53,58,1,11,34,87,79,38,48,75
54,15,91,95,63,77,34,0,19,89
7,68,77,87,30,8,5,17,61,94
67,6,16,74,59,92,90,41,94,78
58,65,59,6,4,85,4,7,88,54
86,69,52,43,55,22,77,87,35,67
70,70,68,11,8,90,23,29,67,25
22,78,15,76,50,0,93,30,94,33
87,72,54,50,2,32,69,84,92,0
78,28,45,7,76,66,71,31,59,83
37,48,13,79,0,18,28,35,85,72
55,60,45,92,18,53,18,93,73,81
21,31,77,90,29,65,54,71,20,39
86,98,26,67,32,67,41,45,20,40
35,58,93,44,52,76,79,33,26,49
87,74,46,49,1,60,98,90,19,8
25,63,30,14,3,80,5,19,68,24
24,77,85,13,70,14,32,41,8,37
87,65,15,0,25,36,49,81,78,55
46,1,12,14,91,20,12,94,41,99
3,25,89,70,22,49,89,92,5,82
68,68,70,88,53,26,89,64,16,74
86,64,27,93,24,34,16,67,59,9
60,26,75,13,78,32,37,1,38,2
33,95,4,71,14,38,49,16,24,93
96,78,97,68,60,93,13,69,5,96
83,41,43,48,39,69,41,20,33,33
82,91,65,51,42,61,86,34,56,46
24,57,26,69,30,17,74,35,56,7
28,73,26,29,64,73,19,49,83,55
45,73,12,37,41,17,72,69,80,41
3,99,14,54,82,82,23,39,45,35
50,44,73,76,94,23,23,74,47,74
15,45,31,95,4,19,7,75,86,34
38,56,81,82,70,44,75,86,68,15
94,51,89,71,88,95,67,91,93,78
90,40,36,25,8,57,93,54,65,24
45,87,47,41,75,24,35,96,52,88
60,36,70,84,95,99,33,65,25,29
63,84,69,24,11,57,3,1,76,11
21,32,23,25,40,96,2,56,64,27
63,91,32,71,15,9,90,94,96,65
5,57,77,42,37,84,85,87,16,26
60,42,47,15,3,60,73,59,58,49
4,27,88,23,63,59,62,53,1,33
60,57,35,49,92,42,47,1,68,76
62,21,77,36,73,76,59,24,43,90
34,32,13,59,15,78,85,33,46,44
88,53,13,50,66,87,80,30,14,85
73,98,62,45,4,59,5,39,16,74
19,13,6,20,4,17,13,58,42,68
11,15,62,65,16,71,93,40,16,14
90,1,40,91,94,0,35,27,94,89
59,35,18,79,15,39,92,43,67,64
32,54,33,28,3,13,30,77,93,99
44,41,23,21,42,23,64,74,80,19
53,86,62,53,83,61,72,61,93,46
64,6,29,75,23,75,55,3,3,54
7,20,86,20,28,13,45,20,42,80
38,74,28,72,24,17,29,54,84,75
37,54,98,60,87,88,13,25,27,62
50,4,92,22,69,44,86,10,14,68
76,6,11,29,45,82,7,3,16,33
53,24,99,24,18,73,56,61,86,81
32,50,64,70,97,94,75,88,43,57
94,95,37,13,92,76,67,40,32,66
93,93,36,90,16,16,13,88,1,4
29,83,23,81,12,73,3,96,70,83
35,65,84,85,27,29,45,76,54,96
29,0,42,13,76,79,69,40,0,58
48,87,60,48,80,83,67,5,87,76
43,26,13,94,40,11,11,10,76,67
49,4,93,14,66,91,12,15,59,59
58,90,26,38,20,96,44,57,27,66
84,80,38,69,97,28,60,14,1,65
2,91,50,37,17,29,31,21,51,70
96,65,82,25,21,31,40,99,60,9
69,42,7,3,28,16,29,29,37,81
59,69,27,16,12,17,59,78,37,33
10,92,43,82,68,45,37,75,65,67
89,74,14,79,34,86,67,14,20,4
77,84,33,5,54,97,14,33,99,40
20,54,56,77,68,84,22,78,37,86
29,81,71,36,48,66,15,41,5,20
27,9,45,11,74,50,68,49,35,23
4,54,74,44,77,53,87,65,97,45
56,95,16,79,80,29,8,24,1,1
63,28,39,60,89,68,44,26,15,70
64,3,6,40,58,17,35,4,18,0
87,39,98,32,8,15,38,25,87,1
36,0,26,9,12,71,24,76,93,54
66,79,89,71,52,1,78,52,27,38
9,45,13,82,73,50,55,64,43,44
10,71,80,50,99,82,52,13,17,34
49,89,87,83,41,13,30,82,34,90
64,93,19,40,43,14,53,56,46,50
28,83,57,45,15,47,21,6,3,8
60,40,46,94,72,15,55,30,40,24
52,29,14,60,66,32,32,72,96,81
55,88,61,36,22,34,79,39,1,13
18,58,15,32,58,50,63,54,22,33
4,35,2,55,52,83,48,71,69,73
11,72,11,16,37,11,3,12,36,23
42,57,31,88,63,37,35,82,65,37
77,2,37,44,5,37,58,59,45,83
84,34,50,43,68,10,19,84,97,10
19,94,79,22,27,60,42,31,0,66
94,57,73,26,11,28,92,50,77,44
88,12,88,70,77,80,46,33,76,79
14,83,85,21,73,49,51,90,60,19
85,55,48,91,59,60,29,2,94,91
43,42,70,60,15,73,20,65,11,92
43,81,9,41,74,89,12,32,90,92
25,54,88,21,82,81,22,52,82,55
6,60,87,8,52,37,77,11,71,15
0,43,8,89,9,98,38,45,88,9
0,60,45,5,29,53,74,42,87,2
73,35,15,88,9,4,28,91,4,86
70,7,58,10,72,92,31,22,33,24
59,56,3,35,18,0,24,26,34,5
22,55,55,99,85,12,89,97,41,82
63,30,94,28,78,4,17,97,2,76
62,10,91,77,0,11,16,23,86,4
21,57,95,25,42,14,91,97,95,82
49,59,1,25,91,75,71,4,86,49
32,60,58,40,12,50,67,20,29,93
21,60,68,81,80,10,97,1,41,84
87,10,64,24,2,74,65,58,29,38
84,59,75,94,88,1,8,54,22,26
6,50,52,82,16,72,16,4,28,68
31,50,75,91,79,95,19,56,52,93
98,77,1,72,32,81,27,17,54,24
34,52,53,4,49,71,10,22,33,71
59,51,5,3,22,69,99,38,29,89
24,96,25,77,3,83,26,59,31,25
35,54,19,56,47,32,16,41,94,40
7,5,42,52,3,7,58,65,60,56
34,10,99,55,70,19,58,97,52,13
40,80,31,80,17,3,20,67,1,7
87,21,21,56,20,42,14,63,99,27
25,83,99,66,12,32,48,94,47,3
27,73,88,92,15,95,13,82,33,90
61,65,32,89,49,82,64,80,20,24
42,32,31,51,62,89,40,32,12,52
62,23,93,34,86,64,26,22,18,70
35,52,48,21,45,93,30,39,64,70
54,37,96,31,49,23,87,88,19,70
81,81,35,24,96,57,47,3,6,0
0,8,95,58,33,21,19,88,22,43
1,49,77,41,87,77,4,39,75,46
64,52,78,30,88,53,18,55,0,25
70,0,96,96,2,36,19,19,18,17
75,0,21,44,15,39,31,96,72,79
38,21,96,49,23,54,0,11,96,43
40,15,33,20,85,69,40,98,79,93
20,99,81,18,49,60,76,53,81,66
92,1,24,5,38,11,16,76,40,95
67,28,58,20,85,86,37,76,11,18
48,83,42,69,97,2,59,52,18,59
29,60,96,7,8,85,32,63,43,54
28,26,56,89,27,39,18,67,76,76
10,89,44,18,94,27,64,50,84,68
71,22,40,39,2,4,39,21,70,8
1,1,52,82,12,58,14,22,60,88
78,86,13,64,14,47,80,77,22,3
63,59,48,29,13,67,57,0,49,50
69,64,37,89,24,39,92,87,13,35
91,76,2,50,30,10,79,12,69,99
77,92,60,33,81,68,45,19,14,16
16,0,69,48,66,48,95,78,47,87
65,10,3,20,13,25,84,94,47,40
8,87,91,63,73,66,83,2,0,13
29,90,96,35,35,15,42,34,43,1
83,27,2,24,55,33,36,41,69,36
67,67,37,62,59,25,31,54,54,76
52,82,90,86,58,30,61,73,16,25
45,1,8,66,65,7,41,96,53,86
53,45,96,80,89,81,55,82,8,42
42,57,23,50,79,43,71,37,39,72
72,74,85,44,50,21,92,45,59,7
34,95,26,29,81,12,57,69,24,94
75,71,60,1,37,31,1,25,70,47
86,45,53,52,48,58,14,0,90,47
41,53,2,89,67,83,1,49,41,22
7,79,98,79,7,23,13,48,73,52
37,38,75,82,31,58,43,67,33,32
83,6,32,86,95,87,37,41,62,60
31,14,41,58,88,39,19,15,39,40
42,64,93,57,44,12,33,18,88,20
64,98,87,9,14,69,12,34,60,59
73,31,13,77,19,61,21,55,62,55
95,25,93,21,60,17,90,15,19,84
72,27,47,32,37,20,25,53,33,93
82,13,56,92,83,80,94,57,21,65
41,27,84,18,30,65,77,20,3,40
17,17,24,2,55,32,56,38,65,17
3,82,24,58,92,94,96,13,12,24
53,63,7,84,23,55,61,68,70,87
61,91,57,68,3,13,91,25,78,85
44,46,38,92,73,88,79,71,45,27
31,24,77,12,89,28,94,37,68,37
44,44,54,12,88,81,4,66,27,20
97,3,21,27,62,79,75,81,58,90
22,82,70,75,74,31,6,76,9,22
12,6,62,0,39,98,78,23,86,98
65,92,87,91,85,51,52,17,9,51
35,43,39,1,75,56,70,31,47,95
2,57,29,94,48,68,44,22,9,8
18,88,72,60,17,28,38,59,36,93
62,79,0,33,9,37,37,53,6,86
23,64,71,80,76,4,25,41,66,93
92,53,69,3,52,51,42,27,27,2
31,68,14,46,11,6,27,31,24,71
62,76,94,43,68,31,91,88,60,13
69,34,78,5,26,94,2,70,29,84
95,4,65,31,27,67,37,2,86,88
92,54,31,69,14,90,78,85,39,2
21,88,80,63,49,78,2,19,51,20
76,51,52,0,97,1,89,35,95,85
59,83,21,26,63,76,1,21,83,66
3,42,12,17,80,55,96,24,48,38
67,71,42,0,16,57,51,33,83,73
91,23,56,39,94,90,60,88,19,8
90,69,1,51,32,17,15,72,90,51
87,60,51,14,99,94,35,14,86,4
65,16,46,13,89,79,69,82,50,27
91,74,48,3,35,34,12,69,53,57
86,83,55,16,57,15,72,16,66,80
26,79,3,86,22,95,71,11,59,82
94,96,22,36,21,32,8,50,67,62
34,47,93,3,92,37,58,54,69,25
2,89,26,1,58,49,26,2,11,28
60,83,18,21,17,78,50,68,19,35
14,73,78,53,37,14,1,25,11,99
71,51,30,19,51,85,95,75,66,20
29,53,3,93,81,81,54,58,41,69
92,27,80,38,88,99,83,41,3,90
15,23,51,67,88,33,47,24,31,6
47,40,73,36,72,32,81,66,11,89
11,25,16,80,61,12,63,37,31,20
40,88,44,64,75,1,65,40,49,69
98,12,61,9,91,33,60,42,53,44
16,97,29,10,5,81,10,72,79,91
17,53,30,40,19,79,38,84,8,65
34,33,34,42,28,37,16,98,57,53
36,16,47,92,57,32,35,43,79,30
11,37,10,71,33,42,60,28,74,72
1,85,65,97,52,56,73,27,56,38
26,49,40,47,96,20,82,85,85,96
77,36,22,69,98,82,33,59,24,85
71,39,24,54,63,60,77,84,76,68
42,73,87,33,73,1,36,16,75,67
85,26,53,9,57,41,54,87,99,51
50,79,45,85,28,55,97,73,86,5
33,11,16,85,62,91,87,1,70,76
25,88,32,89,49,1,74,74,16,33
25,97,47,82,51,86,54,54,62,2
95,39,79,18,75,36,1,56,85,87
91,47,38,73,18,26,70,0,10,29
92,84,27,9,66,88,94,92,14,83
45,55,95,7,41,72,3,65,28,73
96,15,87,8,82,4,30,75,33,30
90,90,15,32,89,58,81,91,14,33
83,10,35,0,20,80,87,48,97,1
85,71,16,60,26,51,46,72,65,24
33,19,41,74,9,69,51,69,27,49
17,33,11,22,95,37,42,55,14,88
85,56,10,70,16,5,8,72,11,60
61,76,91,48,81,3,47,89,53,31
4,68,68,71,78,95,62,28,40,20
51,4,66,37,96,36,11,22,24,77
62,6,29,54,91,47,71,32,94,37
64,95,15,69,77,15,86,10,85,1
15,48,16,78,90,53,9,57,55,38
45,54,59,35,8,74,7,7,58,26
15,14,85,15,11,40,35,3,22,54
49,20,72,13,53,54,58,98,65,7
93,27,38,72,4,38,55,48,64,44
85,92,45,41,40,20,46,25,18,33
35,26,36,72,50,86,35,71,94,86
80,62,48,93,51,71,94,12,92,77
6,6,54,80,68,45,8,15,27,68
13,51,79,55,17,2,28,83,67,42
15,68,52,91,92,34,72,45,95,80
73,54,43,30,48,20,90,80,94,77
50,11,0,6,54,28,80,35,68,86
44,12,13,45,11,2,9,4,39,84
20,20,16,22,32,23,97,61,34,47
95,42,80,6,68,21,46,81,17,0
12,29,17,93,99,12,4,4,52,22
68,95,78,44,30,93,67,62,94,1
57,85,41,35,51,21,66,18,79,56
69,8,94,27,1,64,81,23,65,10
53,1,47,77,39,74,78,23,70,9
61,36,29,75,56,43,29,16,19,58
28,15,35,43,71,3,91,84,85,74
24,94,46,7,97,89,82,30,78,30
53,24,89,35,90,55,83,37,62,0
89,98,39,4,78,74,67,77,42,37
38,77,22,50,13,85,39,9,39,88
37,62,44,86,50,29,2,27,87,20
31,29,96,30,2,17,8,35,12,58
79,8,30,99,25,38,84,85,20,98
76,86,30,26,42,33,80,90,58,2
25,77,82,13,0,42,16,75,29,34
8,0,89,84,44,91,76,9,84,27
75,48,82,16,9,4,0,22,23,19
11,68,38,69,44,85,89,97,26,86
85,10,51,77,78,93,54,23,59,65
80,59,65,41,44,12,74,63,55,67
91,27,4,39,49,78,68,27,83,16
15,82,33,20,99,87,64,33,27,38
29,38,5,72,17,63,90,76,64,57
4,98,3,55,62,3,96,22,19,86
41,49,22,65,19,83,10,38,69,4
37,82,11,95,73,96,13,74,74,16
67,54,80,49,58,34,90,60,9,53
42,81,37,13,46,77,37,54,84,36
44,3,39,20,33,49,69,91,92,57
60,68,50,85,32,3,48,5,84,81
58,5,98,5,95,83,20,56,7,49
52,83,65,2,2,85,7,30,10,96
71,74,27,47,92,2,15,53,60,69
25,38,91,62,55,62,58,58,13,15
45,38,83,43,28,23,52,5,54,20
83,81,83,31,43,41,14,2,28,95
56,18,40,1,20,88,52,35,40,36
65,96,60,31,96,28,96,3,24,63
40,75,39,20,65,83,25,41,64,69
43,97,19,60,15,23,58,94,26,88
38,36,62,40,24,53,16,87,99,97
33,72,86,60,53,27,79,45,43,51
24,69,93,20,80,35,56,88,82,69
65,70,60,47,50,18,27,12,95,9
49,97,30,12,98,88,81,60,85,58
79,47,5,81,59,14,3,1,27,24
97,34,0,15,75,95,48,53,90,98
72,34,41,5,29,91,54,21,5,52
38,53,60,27,48,78,56,88,57,34
15,45,37,15,59,80,48,7,64,93
4,31,61,29,69,50,97,10,98,45
5,26,2,67,3,5,94,73,71,76
72,46,22,16,48,27,32,15,59,35
33,41,94,81,51,17,68,38,22,87
23,78,21,34,74,21,19,55,99,48
89,6,12,27,32,19,64,83,59,82
1,66,94,65,90,1,39,25,91,10
53,5,87,68,42,28,82,21,29,72
44,90,22,60,43,35,22,71,33,63
84,41,90,62,21,1,90,84,4,82
31,28,90,20,22,9,79,0,16,60
5,9,30,6,59,4,20,44,15,65
58,73,17,76,47,32,0,56,63,59
56,36,15,65,52,54,31,36,51,9
72,11,76,11,51,41,60,1,65,46
41,75,0,11,8,51,27,68,82,60
48,83,97,91,28,57,72,82,35,9
83,46,5,50,82,56,51,31,31,41
18,45,2,62,32,85,17,10,49,71
92,20,72,19,62,14,47,40,71,9
48,99,64,27,60,94,86,0,17,60
65,9,78,67,57,33,78,14,99,52
20,62,36,45,19,4,61,44,74,24
22,24,64,76,97,66,5,56,68,70
4,21,24,70,34,4,42,72,88,59
97,91,28,41,1,23,47,99,47,3
92,90,16,31,39,79,1,20,84,96
10,55,35,24,63,29,29,88,45,71
74,11,21,82,74,67,51,75,27,5
96,10,32,22,11,85,50,95,83,18
77,75,58,5,96,14,1,22,44,34
30,93,10,14,30,15,62,87,93,41
57,79,95,13,2,88,43,99,32,49
6,99,25,42,15,20,71,60,16,7
78,37,14,64,32,79,69,83,95,97
60,10,82,44,7,39,56,60,78,94
84,3,36,38,78,40,13,99,42,41
4,39,70,51,54,2,84,25,67,2
44,95,31,35,4,75,84,51,2,37
98,38,76,25,36,56,28,88,59,39
18,20,79,23,20,58,48,81,33,63
29,62,83,54,47,29,20,20,63,37
0,28,22,98,94,44,30,20,19,77
20,23,76,22,46,50,75,26,31,66
28,52,1,55,36,68,73,32,81,75
66,45,53,64,36,1,79,82,90,67
93,81,58,70,18,93,85,0,93,77
30,31,20,98,80,7,75,37,18,93
90,22,8,58,66,90,13,20,52,62
56,76,62,94,7,15,95,84,41,71
53,36,84,35,66,38,67,68,30,96
35,21,47,53,53,74,10,63,60,8
39,38,45,65,53,87,96,32,11,47
69,62,34,90,77,65,13,96,37,95
92,50,77,6,9,71,51,52,5,57
65,23,47,26,44,89,10,16,12,25
34,67,59,32,92,56,7,4,65,26
49,24,47,86,78,51,56,0,57,43
0,28,57,31,75,64,92,41,80,94
81,57,4,99,87,80,8,71,92,0
9,38,71,76,69,78,63,61,60,45
7,64,64,34,54,10,51,37,79,5
22,1,82,33,29,92,21,7,33,31
81,69,32,98,78,34,85,74,6,83
74,47,73,25,45,92,91,40,20,63
31,47,77,65,84,84,23,53,99,83
28,7,79,87,73,76,51,17,73,10
59,45,9,22,1,61,50,79,59,47
95,7,6,64,7,30,92,48,19,9
44,5,33,81,19,6,10,21,45,8
58,40,47,6,5,46,55,10,16,16
35,13,82,7,84,95,99,22,14,15
22,88,1,95,15,76,22,46,50,95
75,47,81,47,51,54,87,14,15,86
43,27,8,46,40,0,57,88,93,81
36,94,23,20,69,30,56,66,0,85
17,77,48,43,26,21,47,80,35,46
51,20,64,68,71,82,65,82,61,49
18,62,47,12,98,55,49,22,98,24
88,1,85,0,26,24,75,14,31,69
61,8,61,76,54,21,48,71,27,61
4,56,17,92,30,4,27,86,30,15
20,15,67,13,22,41,55,34,75,77
80,73,90,65,76,3,23,11,54,61
30,28,81,47,1,77,15,12,3,64
87,0,27,31,88,55,58,93,96,23
67,55,17,6,24,95,76,25,53,56
22,62,0,81,70,68,20,87,11,72
62,77,96,51,33,84,71,33,16,88
66,37,53,35,95,33,6,74,36,67
69,6,94,43,58,92,37,36,73,9
38,82,70,96,87,73,8,82,97,49
57,3,95,56,42,58,95,99,15,49
12,4,8,32,42,62,34,86,67,29
64,84,32,64,59,97,53,66,73,42
0,32,10,26,35,78,7,53,3,15
37,1,18,83,86,84,72,47,99,82
41,74,28,3,6,58,15,2,65,64
91,80,52,10,71,32,74,1,24,98
8,71,78,6,54,11,90,58,42,35
98,72,37,38,99,25,1,30,63,61
48,66,34,77,88,47,10,9,89,57
62,68,7,12,50,51,41,49,96,3
50,95,59,88,57,7,15,80,64,39
80,14,73,77,26,25,85,97,33,21
91,23,99,42,30,86,6,77,36,97
53,69,94,75,86,84,65,81,64,67
67,21,76,35,35,45,21,52,53,30
43,52,17,60,54,34,99,85,51,4
43,15,63,12,53,62,69,88,4,38
97,79,45,80,7,34,27,41,27,19
29,65,74,14,74,90,53,12,24,65
76,2,73,2,13,28,8,76,55,47
92,17,44,90,62,38,37,87,92,73
5,13,10,81,73,22,75,51,67,70
9,14,27,16,0,67,93,21,2,43
85,50,6,37,23,51,9,32,81,11
54,75,13,85,88,29,73,36,67,69
86,31,16,92,48,44,73,91,72,81
57,54,23,49,29,32,0,83,92,70
96,94,84,84,19,50,14,39,41,28
57,6,43,71,68,62,42,57,39,57
25,90,62,92,56,23,40,74,64,54
36,76,6,83,24,3,7,22,8,15
3,46,93,8,98,67,55,42,26,85
15,21,5,71,28,73,32,69,37,88
49,94,91,46,98,87,70,33,61,71
29,70,75,60,39,97,9,30,21,56
79,56,71,45,25,8,2,12,39,38
14,52,53,27,83,16,65,0,99,89
84,90,79,70,79,8,21,60,39,51
37,90,12,78,89,95,42,62,40,26
92,72,55,7,32,41,16,83,9,49
48,93,58,87,96,73,38,19,69,17
12,67,80,15,75,76,73,3,81,3
2,54,96,92,89,12,59,40,82,65
89,56,40,64,2,68,16,77,31,87
77,42,25,52,98,94,52,89,82,70
9,35,97,32,7,32,15,37,27,25
60,13,55,26,88,82,69,4,93,72
53,13,5,62,16,7,0,2,73,2
61,33,41,9,53,50,89,39,30,84
46,82,85,51,98,73,65,43,79,97
21,64,8,78,4,15,46,16,50,8
7,72,22,54,77,21,14,90,27,35
14,12,53,84,49,95,55,86,40,11
64,26,34,90,25,72,57,16,43,10
80,11,0,85,88,83,90,53,53,9
51,85,0,74,61,83,62,62,52,65
94,12,15,54,3,5,1,29,73,27
53,14,70,50,69,6,84,84,89,71
82,63,68,54,75,8,8,23,94,95
9,97,23,54,61,82,15,58,43,51
56,64,15,58,83,21,30,71,13,94
73,16,12,83,51,72,53,36,95,65
85,90,29,37,80,18,66,39,13,56
98,13,65,14,85,95,22,70,97,92
10,28,20,52,95,16,0,78,51,83
33,37,95,57,42,20,94,68,10,81
86,59,53,8,60,59,62,41,76,43
28,67,8,26,81,64,94,4,67,90
17,67,7,53,42,82,9,55,28,66
74,49,23,34,77,15,87,49,2,87
50,83,84,69,20,90,56,16,56,50
45,55,86,58,36,59,86,69,40,39
36,45,6,36,31,3,74,35,59,49
84,4,2,70,49,67,42,24,99,74
32,33,52,60,38,42,62,47,48,80
29,43,41,91,87,23,43,2,9,52
24,13,27,73,68,49,22,30,48,76
45,40,77,45,84,27,77,36,65,41
49,9,83,39,86,4,21,68,85,7
78,51,82,75,11,92,62,3,94,50
42,85,80,16,31,22,86,64,52,53
26,85,95,16,48,26,78,63,68,50
99,73,46,90,74,99,94,12,17,17
76,61,66,68,84,94,72,10,97,32
51,24,28,81,8,26,35,58,70,80
39,21,45,96,20,96,27,38,23,99
12,42,47,88,36,14,62,86,96,97
73,65,28,43,67,56,74,91,97,25
7,38,74,97,38,28,23,71,40,85
45,54,85,49,99,87,45,13,29,34
95,23,65,17,81,74,97,28,37,7
55,70,43,87,19,42,13,20,86,77
44,53,95,34,24,19,21,73,94,56
42,79,56,53,10,16,28,83,68,18
44,88,45,68,96,48,75,62,45,26
19,96,30,37,20,12,63,57,10,41
60,54,24,94,75,87,10,64,34,1
32,38,75,60,41,9,89,8,73,4
17,33,51,34,7,9,54,66,88,17
1,28,29,67,11,17,24,26,48,24
59,49,85,15,76,49,49,22,70,61
99,85,61,31,38,83,26,71,24,38
30,29,17,1,96,79,73,30,90,67
40,19,33,27,60,0,33,7,77,83
48,86,5,10,66,36,9,78,38,87
21,75,1,5,44,97,53,88,48,97
3,93,90,5,21,10,74,84,67,64
46,77,58,61,58,6,73,39,21,96
70,85,18,50,92,82,87,60,23,79
11,11,42,9,70,27,15,77,3,64
18,13,22,49,17,52,39,83,32,85
11,72,61,78,2,69,57,91,13,25
76,52,7,26,23,58,74,26,23,37
72,98,74,6,31,75,69,8,9,70
5,12,57,90,27,71,25,6,97,46
54,61,93,0,9,91,10,80,46,48
1,67,80,73,69,30,40,64,47,85
80,99,18,51,73,28,21,90,39,0
41,30,65,62,30,30,21,44,1,24
71,85,84,0,75,94,60,71,99,52
38,70,70,60,1,60,95,49,8,31
73,86,4,35,2,23,73,23,85,24
97,50,51,15,13,86,52,98,31,44
14,26,79,11,38,20,21,15,42,34
32,55,31,67,85,84,33,76,64,22
4,23,61,53,63,85,1,78,96,30
52,19,30,14,99,8,64,14,5,71
48,36,58,52,38,35,5,16,31,60
35,62,28,47,67,90,16,8,33,77
